produce p or _ or h	_
produce Q and d	d Q
verify . and R and 9 and o <sep> . g 9 n y R S M o	yes
produce i and e	e i
produce a and W and h	a W h
produce J or l or Z	l J
verify not [ and and not ~ and and not h <sep> . H } ? N [ ~ h	no
verify F or o or : <sep> m n + 5	no
verify K or ? <sep> ? t j I K	yes
verify n or M or ] <sep> M ]	yes
produce D and x and 4 and 3	4 D x 3
produce r and O and & and & and	& r & O
verify g and not . <sep> w g k	yes
produce u and ' and d and 6	d 6 ' u
verify not " and and not G and and q <sep> | W m ! ] o ^ q 7	yes
verify not N and and not * and and 8 and not 7 <sep> ] w ~ c & 8 Q p !	yes
verify ; or p <sep> J	no
produce y and # and # and V	y # V #
produce Z or G or ! or j	! j Z
produce v and s and b and 8	s b v 8
verify U and u and not z and and not ^ <sep> ' ) : B = 1 U t u X A	yes
verify not O and and not O and and not ` and and not U <sep> + t > e w j g X ] ) T ` O U	no
produce < and f and _ and 1	_ f < 1
verify c <sep> c & !	yes
produce y or i	y
verify } <sep> r } t	yes
produce + or E or M	M + E
produce ' or N or d or u	N '
verify + <sep> # [ q	no
produce not , and 3	B 3
verify g or 2 or * or O <sep> d g	yes
produce not - and not 8	J :
produce p and x	x p
produce / and S and s and L	S s / L
verify $ or K <sep> I ?	no
produce not + and not C	4 O
produce U or 8 or F	F U 8
produce X or & or E or @	E & X
produce $ and not g and not f and v	$ " 9 v
produce / and = and not K	/ = "
verify S <sep> [ Y v W G `	no
verify not * and and g and not J <sep> S \ T r 5 2 M c y * J	no
produce C and @ and " and A	A @ C "
verify not 9 and and M and ] <sep> a M f h ] G g 9 5 H	yes
verify ~ or s or + or Y <sep> Y ~	yes
produce not T and not @ and not &	; } *
produce S or P or ] or }	S
verify { or a <sep> { a	yes
verify K <sep> x > G & m K l ?	yes
produce not s and not = and not }	| 0 5
verify not 2 and and 8 and o and i <sep> z u 2	no
verify [ or + or f <sep> I	no
verify a or | <sep> a d ) I Q q	yes
produce ( or ) or -	) - (
verify Z or ~ or s <sep> m z } ~ o	no
verify not T and and not - and and not V and and not T and and <sep> 4 m H W X D !	yes
produce not Y and not x and not R and not F	? k h p
verify b <sep> # W . , b s	yes
produce O and C and not i	O C M
verify = or E or a <sep> = B 2	yes
produce @ or N or d	N d @
verify C or @ <sep> % C A	no
verify 1 or S <sep> . ` 1 a Y ~	no
produce ( or g or Y	g Y
produce ] or Y or s	] Y
produce . and 2 and not e	. 2 a
verify + <sep> ) V 1 6 ` %	no
produce r or z or N	N z
produce not I and not ' and not C and %	G h L %
verify ] <sep> o } 4 k 1 H 3	no
produce E or .	. E
verify k or h or @ <sep> O h S k ]	yes
produce > and _	> _
verify o <sep> o	yes
produce _ or D	_ D
verify a and = and # and [ <sep> c < \ ` >	no
verify Z <sep> Z	yes
produce H or 6 or l	l
verify Y and not ' <sep> d , , '	no
produce C and ! and 0	C ! 0
verify % <sep> %	yes
verify = <sep> _	no
verify z and 8 <sep> U ' ! 8 z x	yes
produce not f and not 7	L [
produce N and M and d and u	N M d u
verify > and not o and and not 2 and and M <sep> f M - > N	yes
produce Y or W	Y
verify 8 and 3 and O and u <sep> Z m s .	no
produce U and <	< U
produce O or m or 9	9 O m
produce : and & and : and	& : :
verify T and t and + <sep> 8 t ` U + 1 x T 5	yes
produce V and A and : and I	A V : I
verify J and & and u and / <sep> v	no
produce C and X	C X
verify " <sep> 7 ( 5 H	no
produce M or : or u	u :
produce k or \ or 2	2 \ k
produce j and i and k	k j i
produce | and " and X and *	| * X "
produce not ; and not k	] I
verify b or e or A or ) <sep> % W A M b e	yes
produce 9 and not ;	9 R
produce 2 and not O and M	2 ) M
verify not 0 and and not @ <sep> D n 7 @ 0	no
verify 0 and e and f and A <sep> e A 0 _ A @ ] , ( f 6	yes
produce _ and S	_ S
produce + and ; and V and '	+ ; ' V
produce ` or >	`
verify G or i <sep> B D > a v h	no
verify X and not Q and and N <sep> / O ' g 8 q Q	no
verify Y and s and ' <sep> r O ! s J Y Y '	yes
verify not x and and ( and k <sep> k ( l	yes
produce Z and : and not 0	Z : &
verify l <sep> p O l ? g %	yes
produce ) and R and < and }	} < R )
produce not ? and p and h	M p h
verify " <sep> Q E ~ s d	no
verify not r and and not f and and not \ and and not 1 <sep> $ + , +	yes
produce b or $	$
verify 5 and @ and _ and | <sep> U . c	no
produce not d and not ; and not ; and not M	" 3 J %
verify t and V <sep> =	no
produce t or Y or ~ or c	c t ~
produce 6 and T and ! and j	! T 6 j
verify U or * or R <sep> % 2 q e `	no
verify k or Z or , or $ <sep> B	no
verify 6 and S <sep> { e S 6 | q	yes
produce w and w and w and	w w w
verify 9 <sep> n 9	yes
verify ! and X and not 7 <sep> % 8 ~ 7	no
verify J and U and ^ and j <sep> , J	no
verify { <sep> 6 T U >	no
verify not u and and 3 and l and 9 <sep> Y } , l c 9 3 U	yes
verify y <sep> / 8 L % }	no
produce n and x and }	} n x
produce w or @	w
verify x <sep> Y > x ~ . $ ( [	yes
verify not T and and @ and ( <sep> R E N $ ( @	yes
produce not R and h and not ^	> h R
produce 2 or E or | or ;	2 |
verify X and m <sep> o q X m 4 |	yes
verify d and not e <sep> d j 5 P | 8 j f	yes
produce P or c or ]	] c P
verify [ or K or { or ~ <sep> { F ` [ 1 9 S	yes
produce L or v	v
verify | and 0 and w and a <sep> J w " M G a 0 X |	yes
verify * and c and ! and p <sep> ~ w	no
produce 3 and a and ? and o	? 3 a o
produce . or z or C or :	C .
produce B and ! and ! and	B ! !
produce % and k	k %
produce o and 3	o 3
verify y and [ and = <sep> t i x y	no
produce not P and not R and not g and not <	7 \ i O
produce 9 and #	9 #
produce , and , and	, ,
verify W or J or ; <sep> 2	no
produce s and not ^ and not D	s ] c
verify o <sep> = , o h	yes
produce ) and t and q and D	D t q )
verify ' and f <sep> ' f	yes
verify Y and % and t <sep> y i j z t Y % 7 T g	yes
verify 7 and ^ and & <sep> q <	no
verify 6 <sep> < 6	yes
produce not . and 9 and + and not k	c 9 + 2
produce not 3 and not ( and not Y	t O j
verify # <sep> / * m D 3 9 t	no
verify T or Y or k or y <sep> Y y	yes
verify not / and and not ^ <sep> " o m . J $ t | v / ^	no
produce o and not }	o _
produce X and ; and \	X \ ;
verify i or > or ] <sep> \	no
produce * or k	k
verify , <sep> 5 ,	yes
produce 1 and not v and _	1 : _
produce l and . and C	C . l
verify m or v or o <sep> g D o b A	yes
verify 7 and not c and and not 2 <sep> G - u 7 b w @	yes
verify k or h or D <sep> 2	no
verify x <sep> ? 1 l	no
produce , and v and 5 and ?	? , 5 v
verify 6 <sep> 4 F	no
produce K or 5 or F	5
produce D and R and L	R L D
produce T and 6	T 6
produce g and x and S and 4	S g x 4
verify = <sep> c	no
verify > or O or L or P <sep> 2 P > /	yes
verify ] and j and ] and J <sep> ] j ] J k B	yes
produce M or &	M
verify - and f and [ and Z <sep> M	no
produce 7 and not h and P and b	7 E P b
produce M and Z and not +	M Z -
produce u or Q	Q
verify 9 and z and & and m <sep> M	no
produce x and g and ,	x , g
verify not w and and D and Z and not - <sep> ] X , r q T w -	no
produce O and Z and ;	O ; Z
verify [ or t or f <sep> t f	yes
produce g or > or h or U	>
produce $ or s or h or s or	$
verify % <sep> 3 (	no
produce not } and 8	- 8
verify p <sep> T a p	yes
verify % and + and \ <sep> S q \ - \ P % + >	yes
produce ~ or Y or o	Y o ~
verify not $ and and not S and and not b <sep> D P 7 Y U C u + 6 $ S b	no
produce & and d	d &
produce not R and D	g D
verify not < and and F and 3 <sep> g <	no
verify U and O and W <sep> N 8 p 1	no
produce K and R and x and ~	K x ~ R
verify - <sep> * a	no
produce t or c	t
verify G and not * and and l <sep> l F / G L Y	yes
produce # or # or	#
produce not * and not 9 and M	8 ` M
verify d and S and 5 and not ~ <sep> \ S 5 d	yes
produce k or \ or i	k
verify Z or V or } or 1 <sep> n _ h t $ 2	no
produce not > and not ]	z 1
produce not f and not t and n and not )	q x n ?
verify } or 0 or E <sep> } 0	yes
verify J and H and X and p <sep> w K E g	no
verify % and ' <sep> j	no
verify not ! and and 3 and B <sep> g 5 i !	no
verify W or o or O or R <sep> f W 2	no
verify ; and not O and and ; and I <sep> ; I ; "	yes
verify p or O or * or I <sep> 7	no
produce 3 and } and 4 and ]	3 ] } 4
produce I or M	M I
verify > or L or < or ^ <sep> < > r	yes
produce not @ and not w	5 l
produce N or H or ;	H ; N
produce ) or D	D )
verify 5 <sep> 5	yes
produce not ( and = and f and W	b = f W
verify not ? and and not V and and not d <sep> u T i [ 2 m	yes
verify h and y <sep> u	no
verify Y and ~ and s <sep> 5 Q	no
verify z and . and O <sep> z l W . O q t 8 Q	yes
produce N and e and E	E e N
produce d and Q and " and k	d Q " k
produce I or \ or 2	\ 2
produce not b and not h and not , and not v	F l I y
verify d <sep> W	no
verify O and F <sep> T 2 c U	no
verify ~ <sep> ~	yes
produce G and H and A	G A H
verify C or % or ? or - <sep> J ? - % R t	yes
produce s and $ and F and ^	s ^ F $
produce _ or b	_ b
verify not 0 and and not e and and not s <sep> < C b 5 e s 0	no
verify _ and \ <sep> _ \ ~	yes
verify not B and and v <sep> U H $ y d O M B	no
produce E or + or H	E
verify T or y <sep> y	yes
verify , or ' or e <sep> f ~	no
verify not M and and not q and and c and not & <sep> ( p V q M &	no
produce ' or m or w	' w m
verify & <sep> &	yes
produce not e and not d	~ i
produce > or 8 or x or $	> 8 x $
produce P and [ and n	[ P n
produce 0 and X	0 X
verify not o and and not & and and not J and and X <sep> e " : c J & o	no
produce not Q and not \ and not + and not |	/ | l /
produce 2 and V and not y and not J	2 V ? Q
produce $ or U or /	/ $
produce m or @	@ m
produce 2 or w or ;	2
verify O <sep> =	no
produce 9 and not A	9 .
produce c or s or _	_ c
produce 0 and 2 and 6	0 2 6
produce Q and O and C	Q O C
produce not ~ and K and not ] and q	^ K 4 q
verify N <sep> N 9	yes
verify 9 <sep> E _ 9 : ' / I	yes
verify not \ and and ) and not ' <sep> K C ' \	no
produce | and Q	| Q
produce 7 and 8	7 8
produce x and 4 and >	4 x >
produce b or 3 or 3 or	b
produce R or 3	R
verify ? <sep> b I o k d L -	no
produce # or V	# V
verify not - and and not = <sep> < ,	yes
verify not ! and and I <sep> I # f u @	yes
verify I and J and ! and n <sep> s x	no
verify y or , <sep> s x 1 X 7 c	no
produce j and G and 9	j G 9
produce - and not f and not _	- y *
produce n or _	n
verify V or S or 4 <sep> s	no
produce , and s	s ,
produce D or v	v D
verify not f and and Z <sep> * F [ f	no
verify # or T <sep> t ) R 1	no
produce [ and _ and 1	[ 1 _
produce { or G or M	{ G M
verify not H and and N <sep> 7 ~ N m \ B #	yes
verify not ] and and u and 9 and F <sep> F a F % u h Z 9	yes
verify q and . and not v <sep> } q S K y . Q	yes
produce not V and ;	1 ;
verify not % and and not A <sep> $ ^ l | h : S f 0	yes
verify w and 5 and y <sep> [ w 5 J r y	yes
verify ? <sep> I 4	no
verify / and i and G <sep> :	no
produce G or d or Z	d
produce = or 4	4 =
produce X and m and "	X " m
verify Z <sep> u ] _ H	no
verify F or * <sep> 4	no
produce R and ( and 7 and >	( > R 7
produce 6 or 2 or I	6 I
produce not 5 and 1 and not ` and not ,	Y 1 N _
produce W and L and W and c	W c L W
produce - and } and x	x - }
verify ^ and * and not J <sep> = l ] q _ N P 9 J	no
verify k and s and not e <sep> 3 * j p e	no
produce not q and R	* R
verify e and { and C and r <sep> # c 6 N	no
verify not F and and < <sep> } i h 0 , H c : F	no
verify R <sep> R G 4 A t	yes
verify not & and and not B and and not q <sep> 7 e 2	yes
produce not ] and not =	N >
produce P and $ and f and c	c $ f P
produce % and Q and +	% + Q
produce O and : and {	O : {
produce e or z or V	e V z
produce ? and K	K ?
produce = or 7 or ~ or ]	] ~ 7 =
produce I and {	I {
produce Y and 5	Y 5
produce ' and ' and G and not O	' ' G <
verify = <sep> 1	no
produce C and e and " and 2	2 " e C
produce U and n	U n
produce \ and :	: \
verify 2 or q or c <sep> ? ] 8 V j &	no
produce T or d or J or E	d T
verify x <sep> F $ x S	yes
produce O or A or z or i	A
produce V or I or ' or N	'
produce d or *	d
produce not v and R and not v and o	a R C o
verify } <sep> ! `	no
produce 7 and -	7 -
produce v or c or F or t	c F
produce & and { and j and z	z & { j
verify X and not . <sep> 1 X o | p N	yes
verify 3 <sep> 3 w	yes
verify " <sep> d T ' j @ / " 5	yes
produce > or R or [ or -	R
produce \ or z	\ z
verify = and 4 and } <sep> = a 0 % t 4	no
produce x or c or 3 or <	c 3 x
verify A <sep> 9 e 7 p A T &	yes
produce & or T or z	T
verify $ and T <sep> y ' = !	no
produce 2 or 9 or M	2 M
verify m <sep> J y c m j	no
verify 1 and % and $ and s <sep> $ s 1 %	yes
produce D or t	t D
produce not E and not V and not \ and not !	W ~ L p
verify F and U <sep> D / k U # H F	yes
produce j or C or y	C j y
produce r and not j and not N	r i c
verify - and 6 <sep> 6 : 0 - 4	yes
produce I or m	I m
produce : or " or N or %	: N
verify not v and and n <sep> 4 1 9 Y r x _ n #	yes
produce not $ and not 5 and W and not o	C 0 W V
produce s or h or S or ,	h s
verify 6 <sep> L v > ( , 2	no
produce a or ^	a
produce C or 6 or .	.
verify N <sep> N	yes
verify b and | and y and , <sep> O ) 0 I	no
verify a <sep> ; a c L G	yes
produce K and =	K =
verify E and b <sep> e 3	no
produce not b and not , and =	T [ =
produce U and not g and not 3	U c y
produce 2 and 2 and O	O 2 2
produce s or p	s
produce ! and not m and T	! z T
produce \ or A or Q	A
produce not c and not D	i !
produce Y and not L and not o	Y M 2
produce not b and / and h	_ / h
verify O <sep> , ; 4 d ~ S	no
produce not < and U and 7	l U 7
produce not 4 and ^	2 ^
verify s or ( <sep> /	no
verify K or | or 6 or ( <sep> 8 ' ^ r t o	no
verify P and B and U and P and <sep> & H { ^ _ P = C	no
verify U and < <sep> b X T	no
produce e and j and not z and not k	e j O |
produce R and , and b	, R b
verify U <sep> i " W	no
verify ` <sep> `	yes
produce not 6 and J and & and |	X J & |
produce not w and not ; and not 2 and not &	i ( # Y
produce not v and not p and not } and not >	3 ( p '
verify z or G <sep> 1 < m C	no
verify not Y and and not Y and and <sep> ! @ j 7 l p < Y	no
verify not S and and not V and and not _ <sep> d > $ s P 0 4 v C	yes
verify \ or 0 or e or C <sep> :	no
verify ) or \ or r or C <sep> C A } $	yes
verify U or v or 8 <sep> L m H r v 8	yes
verify N or 2 or I <sep> I	yes
produce < and $ and U and h	< U h $
produce } or h	} h
produce ( and W and $	( W $
produce not = and not _	f @
produce d and Q	d Q
verify [ and ' <sep> | N ! 0 [	no
produce 2 and # and not 0	2 # &
verify X or U or J <sep> q D " >	no
verify not < and and not v and and not q <sep> S g U C 2 2 N a ^ m	yes
produce % and y and y and \	% y \ y
verify not g and and not B and and z and not q <sep> s H q z % B m I # *	yes
produce T and A and E and d	E d T A
verify q <sep> T ' $ U R	no
produce not 3 and p and not ?	F p W
verify C <sep> 8 C	yes
verify g and G and p <sep> G p h g	yes
produce m and . and u and Z	u Z m .
verify _ <sep> & < @ = K _	yes
verify 7 and B and not l and and v <sep> @ d l	no
verify 5 and D and not ' and and 4 <sep> C ? 0 '	no
produce 0 and O	0 O
verify q and I and l <sep> r h >	no
produce d and %	d %
produce ' and M and "	M ' "
produce I and 0 and I and %	I 0 % I
verify n and not ] <sep> P n } q s ' i +	yes
verify not J and and not U and and not * and and not 2 <sep> , K r Z 9 N '	yes
produce @ or . or T	@ T .
verify not 1 and and not ) <sep> e . 1 )	no
verify 7 or o or J or & <sep> J & 7 , c o ~	yes
produce S and not ? and o and not t	S : o &
verify A and V and h <sep> 8 R - '	no
produce % and B and & and A	& B A %
verify u <sep> q 3 j - A	no
verify l or u <sep> J	no
produce K and K and S and S and	S K K S
produce 7 or 4 or L	4 7 L
verify @ <sep> [ @	yes
produce not + and O and z and T	g O z T
verify G and X <sep> G X	yes
verify 2 or 9 <sep> a { u v	no
produce c and not a	c t
verify 8 <sep> j	no
produce / and < and U	< / U
produce M and 9 and M and	M M 9
verify d and ~ and E <sep> # l V z } < y	no
produce not I and not I and	L ]
produce ] or 8	8
produce not y and not y and not j	E 3 ^
verify v <sep> l [ A	no
verify not f and and not h and and not 0 and and not } <sep> b | # l - p C 9 J k 7 } f 0 h	no
verify 5 <sep> U W _ 9 5 e < K	yes
verify + or [ or % or K <sep> + y K [ A % K	yes
verify S and not E <sep> Y } " ^ E	no
verify p and c <sep> 2 Y E D p Q p 4 c	yes
verify not e and and not r <sep> \ F G b D	yes
verify E and Z and - <sep> \ ` a m	no
verify M <sep> $ % w O	no
produce 3 or P or ~	3
verify ; <sep> J a * # Y n z	no
verify h <sep> h D K 7 $	yes
produce / and U and n and )	n / U )
verify ; or W or I or ; or <sep> d ( - C	no
verify not E and and not r and and not # <sep> . 3 > { E # r	no
produce not \ and not : and not 9	1 = v
produce t or v	t
produce E or 0	0
verify not S and and d and not 6 <sep> 2 r w 0 3 V S 6	no
produce R and not t and not }	R ] s
produce % and 9 and J	J 9 %
produce not / and not ~	> D
verify not , and and not w <sep> ] - C d $ j	yes
produce h or _	h _
produce s and not = and not 7 and p	s m X p
verify * and H and c <sep> b	no
verify not : and and not & and and not X and and not " <sep> $ 7 # 3 0 X : & "	no
produce not { and 2 and not I	a 2 O
verify W <sep> {	no
verify C <sep> C / & } " C S	yes
produce l or !	!
produce not A and not 9 and not :	n x y
produce 6 or 6 or e	6
produce 4 or W or h	W 4 h
produce ; and * and #	; * #
verify not p and and 3 <sep> ~ 7 f c x & p	no
produce A and : and G and l	l A : G
verify @ and K and + <sep> n	no
verify E <sep> E	yes
verify . or N or B or / <sep> Y ? # * P	no
verify B or I or g <sep> R A \ 6 $	no
produce C or Q or @ or O	Q O
verify h or A or b <sep> j " # \ G ` -	no
verify not P and and not X and and : <sep> / " q 0 t 4 % M : (	yes
produce w or & or & or	w &
verify G and ^ <sep> E ? ^ G 6	yes
produce not \ and not \ and	o J
verify F or P or n <sep> A % 1 n W P x . 8	yes
verify U <sep> U	yes
verify not * and and not z and and not J and and not j <sep> q 3 B b #	yes
produce not N and not N and " and not @	[ 5 " 7
produce e and G and A and *	* A e G
verify f or % <sep> . 1 ( p	no
verify R <sep> Q a H n R , $	yes
verify ] and H and ! and / <sep> a 1 2 p f +	no
produce not O and u	! u
produce R and 3	R 3
verify 5 and E <sep> E 5 > p ( { N	yes
verify # or | or C or } <sep> t b 4 * # C k }	yes
produce z or A or i or j	A
produce 3 and not 8 and h and }	3 d h }
produce X or N or +	X N +
produce l and 0	l 0
verify % and h and } <sep> g	no
produce y or k or '	k '
verify not 8 and and not v and and not O and and not M <sep> # R t ~ A 0 _ l n	yes
verify Y and not C and and 0 <sep> r C	no
verify 5 or _ or ? or } <sep> ! 0 { ] _ 9 8	yes
produce E and " and % and k	k E % "
verify not { and and not A and and not ' <sep> ] # 9 [ ! A c 5 G	yes
verify ? <sep> ? S s	yes
produce not v and not = and K	! B K
verify [ <sep> H M m Y ~ [ :	yes
verify not 3 and and not / and and not O and and not 3 and and <sep> | O D f 4 D 6 ; @ / O 3	no
produce not $ and not [	a a
produce { or "	" {
verify not b and and not , <sep> g 2	yes
produce not ! and not e	K |
produce v and K	K v
produce C and " and r	C " r
produce not P and not -	@ ,
produce b and 8 and 1 and not `	b 8 1 2
verify e or s or y or V <sep> z W I n	no
produce N and # and G	G # N
produce not O and w and not V	o w t
