! or g or 3 or e verify . ! 3 e g <eos>	erm erm erm erm erm yes	1 3 5 6 7 12 13
D and g and ^ produce <eos>	erm erm erm g D ^	1 3 4 5 5 5 6
r or X or $ or = produce <eos>	erm erm erm erm r $	1 3 5 6 7 7 8
T or O or l or + produce <eos>	erm erm erm erm l +	1 3 5 6 7 7 8
not t and not ! and y and p produce <eos>	erm erm erm erm " h y p	2 5 7 8 9 9 9 9 10
X or B or . verify + s \ M S { <eos>	erm erm erm erm no	1 3 4 5 11 12
1 or z or - produce <eos>	erm erm erm z -	1 3 4 5 5 6
a verify ` a ) ^ d <eos>	erm erm yes	0 1 6 7
not } and not k and not Z produce <eos>	erm erm erm ` # W	2 5 7 8 8 8 9
j verify j T M S l <eos>	erm erm yes	0 1 6 7
' or c or / produce <eos>	erm erm erm / c	1 3 4 5 5 6
% and S and J and u verify { _ * <eos>	erm erm erm erm erm no	1 3 5 6 7 10 11
D and # verify ` <eos>	erm erm erm no	1 2 3 4 5
w or E or ` verify ( <eos>	erm erm erm erm no	1 3 4 5 6 7
P and @ and U verify P @ U <eos>	erm erm erm erm yes	1 3 4 5 8 9
% or { or ; produce <eos>	erm erm erm ; {	1 3 4 5 5 6
( verify ( ~ L ) # ! <eos>	erm erm yes	0 1 7 8
: and > verify ; } I <eos>	erm erm erm no	1 2 3 6 7
l verify k <eos>	erm erm no	0 1 2 3
I and * and L and 7 verify e 3 <eos>	erm erm erm erm erm no	1 3 5 6 7 9 10
9 or r produce <eos>	erm erm 9 r	1 2 3 3 4
) and i and Z and 5 verify 9 0 ! = K 5 <eos>	erm erm erm erm erm no	1 3 5 6 7 13 14
not " and not w verify m N > Y f " w <eos>	erm erm erm no	2 4 5 12 13
not w and V verify [ L [ N w <eos>	erm erm erm no	2 3 4 9 10
a and + produce <eos>	erm erm + a	1 2 3 3 4
S and * verify ` $ l I <eos>	erm erm erm no	1 2 3 7 8
z and not u produce <eos>	erm erm z /	1 3 4 4 5
v or X or Y produce <eos>	erm erm erm Y X v	1 3 4 5 5 5 6
not k and ; produce <eos>	erm erm = ;	2 3 4 4 5
K verify & <eos>	erm erm no	0 1 2 3
x verify y <eos>	erm erm no	0 1 2 3
1 or H or x or a produce <eos>	erm erm erm erm H x 1	1 3 5 6 7 7 7 8
w or m or ( or ( produce <eos>	erm erm erm erm w	1 3 5 6 7 8
not Z and not + and not s verify = d h [ = y <eos>	erm erm erm erm yes	2 5 7 8 14 15
b or ] or | verify U o I t c , <eos>	erm erm erm erm no	1 3 4 5 11 12
not . and Y and not 8 verify I M , { & c u 8 . <eos>	erm erm erm erm no	2 4 6 7 16 17
" and $ and i and , verify i " ! $ , <eos>	erm erm erm erm erm yes	1 3 5 6 7 12 13
D and @ and not t verify @ D > <eos>	erm erm erm erm yes	1 3 5 6 9 10
not 2 and } produce <eos>	erm erm l }	2 3 4 4 5
not d and not / produce <eos>	erm erm @ 8	2 4 5 5 6
not O and J and l verify Z O <eos>	erm erm erm erm no	2 4 5 6 8 9
not o and e and not w and not G produce <eos>	erm erm erm erm s e ' v	2 4 7 9 10 10 10 10 11
k or t produce <eos>	erm erm k	1 2 3 4
6 and , and t and not / produce <eos>	erm erm erm erm 6 , t O	1 3 5 7 8 8 8 8 9
not ` and not g produce <eos>	erm erm = L	2 4 5 5 6
D and > produce <eos>	erm erm D >	1 2 3 3 4
' and . and : and h verify g : N ' $ s h G . h <eos>	erm erm erm erm erm yes	1 3 5 6 7 17 18
b and not N and r and not 2 produce <eos>	erm erm erm erm b & r k	1 4 6 8 9 9 9 9 10
[ and E and - verify C <eos>	erm erm erm erm no	1 3 4 5 6 7
not x and not I produce <eos>	erm erm ( M	2 4 5 5 6
v and p and k verify v / p k _ - B <eos>	erm erm erm erm yes	1 3 4 5 12 13
G and d verify d G <eos>	erm erm erm yes	1 2 3 5 6
4 or T or ; or M produce <eos>	erm erm erm erm T 4 ;	1 3 5 6 7 7 7 8
i and Q and _ and ^ produce <eos>	erm erm erm erm _ ^ i Q	1 3 5 6 7 7 7 7 8
not u and not M and not 9 produce <eos>	erm erm erm C - _	2 5 7 8 8 8 9
d or e or . produce <eos>	erm erm erm e .	1 3 4 5 5 6
/ or l or o or ? produce <eos>	erm erm erm erm l /	1 3 5 6 7 7 8
/ and . and B and ] verify / ] U W ; 9 S B 0 . <eos>	erm erm erm erm erm yes	1 3 5 6 7 17 18
} or : produce <eos>	erm erm }	1 2 3 4
* or : or V produce <eos>	erm erm erm * V	1 3 4 5 5 6
' and not K verify _ m > M K <eos>	erm erm erm no	1 3 4 9 10
# verify C # d ^ ( m I <eos>	erm erm no	0 1 8 9
not M and Z produce <eos>	erm erm J Z	2 3 4 4 5
not Z and not T produce <eos>	erm erm l H	2 4 5 5 6
, and } and a verify _ \ F a . w } @ , <eos>	erm erm erm erm yes	1 3 4 5 14 15
M and 0 and d produce <eos>	erm erm erm 0 M d	1 3 4 5 5 5 6
not 9 and M verify M c 9 w t + 6 <eos>	erm erm erm yes	2 3 4 11 12
o and not ^ verify J E ^ <eos>	erm erm erm no	1 3 4 7 8
~ and not | produce <eos>	erm erm ~ ~	1 3 4 4 5
& and { and c and [ verify x b <eos>	erm erm erm erm erm no	1 3 5 6 7 9 10
+ and , and G produce <eos>	erm erm erm , + G	1 3 4 5 5 5 6
T or ! or 5 produce <eos>	erm erm erm 5 !	1 3 4 5 5 6
A or ; or z produce <eos>	erm erm erm z ; A	1 3 4 5 5 5 6
< or 6 or r or " produce <eos>	erm erm erm erm " 6 <	1 3 5 6 7 7 7 8
n or A or m produce <eos>	erm erm erm m	1 3 4 5 6
H or ! or f or V produce <eos>	erm erm erm erm f V	1 3 5 6 7 7 8
& and 4 verify 2 % 7 <eos>	erm erm erm no	1 2 3 6 7
O or ` or - verify * $ ` O ] - I ? <eos>	erm erm erm erm yes	1 3 4 5 13 14
R verify R K <eos>	erm erm yes	0 1 3 4
: or k or z or o verify j . n 3 m 0 ~ <eos>	erm erm erm erm erm no	1 3 5 6 7 14 15
not 4 and not D verify q v c / a $ ? L 9 <eos>	erm erm erm yes	2 4 5 14 15
/ and I and 5 produce <eos>	erm erm erm 5 / I	1 3 4 5 5 5 6
G and 4 produce <eos>	erm erm 4 G	1 2 3 3 4
3 or - produce <eos>	erm erm - 3	1 2 3 3 4
- and y and 8 verify $ k / H o m q <eos>	erm erm erm erm no	1 3 4 5 12 13
k or P or N verify 3 W ! P Y N Z B <eos>	erm erm erm erm yes	1 3 4 5 13 14
` and L and M produce <eos>	erm erm erm M L `	1 3 4 5 5 5 6
p verify q <eos>	erm erm no	0 1 2 3
$ or < verify I { d 0 <eos>	erm erm erm no	1 2 3 7 8
A or t produce <eos>	erm erm A t	1 2 3 3 4
_ and y produce <eos>	erm erm y _	1 2 3 3 4
; verify m ( ; V <eos>	erm erm yes	0 1 5 6
| or * or z verify _ 5 <eos>	erm erm erm erm no	1 3 4 5 7 8
8 or / or z or \ produce <eos>	erm erm erm erm 8 z \ /	1 3 5 6 7 7 7 7 8
| and 3 and 4 produce <eos>	erm erm erm | 4 3	1 3 4 5 5 5 6
not v and not c produce <eos>	erm erm : #	2 4 5 5 6
? and not n and not X and not 4 verify T z & x { ? H <eos>	erm erm erm erm erm yes	1 4 7 9 10 17 18
C or g or | verify F S , 8 " G v <eos>	erm erm erm erm no	1 3 4 5 12 13
not y and not : verify / ^ , y : <eos>	erm erm erm no	2 4 5 10 11
not i and not l and not ] and not | verify b 0 [ 8 s : / L l ] | i <eos>	erm erm erm erm erm no	2 5 8 10 11 23 24
: and { and / produce <eos>	erm erm erm / { :	1 3 4 5 5 5 6
not i and not P verify ) " 9 <eos>	erm erm erm yes	2 4 5 8 9
e or O produce <eos>	erm erm e O	1 2 3 3 4
_ and not " produce <eos>	erm erm _ :	1 3 4 4 5
a verify r <eos>	erm erm no	0 1 2 3
6 or S or & produce <eos>	erm erm erm &	1 3 4 5 6
( verify S <eos>	erm erm no	0 1 2 3
) and \ verify Q _ p k <eos>	erm erm erm no	1 2 3 7 8
not I and not o and not A verify u B x ` H Q \ . o I o A <eos>	erm erm erm erm no	2 5 7 8 20 21
R or B or W produce <eos>	erm erm erm B R W	1 3 4 5 5 5 6
\ or d or V or " produce <eos>	erm erm erm erm V \ d "	1 3 5 6 7 7 7 7 8
not 2 and . and not ` verify E U R j E Q f . <eos>	erm erm erm erm yes	2 4 6 7 15 16
; and 6 and I and ( produce <eos>	erm erm erm erm I ; 6 (	1 3 5 6 7 7 7 7 8
z or } or E or = verify p z 5 = <eos>	erm erm erm erm erm yes	1 3 5 6 7 11 12
not ? and ] produce <eos>	erm erm A ]	2 3 4 4 5
not S and n verify l n ) J <eos>	erm erm erm yes	2 3 4 8 9
~ or ] produce <eos>	erm erm ] ~	1 2 3 3 4
r and > produce <eos>	erm erm > r	1 2 3 3 4
= verify 3 <eos>	erm erm no	0 1 2 3
$ and _ verify ' <eos>	erm erm erm no	1 2 3 4 5
] and D and O produce <eos>	erm erm erm D O ]	1 3 4 5 5 5 6
Z or S or z or T produce <eos>	erm erm erm erm T	1 3 5 6 7 8
C or & or + verify j R C ( f s <eos>	erm erm erm erm yes	1 3 4 5 11 12
@ and not 7 produce <eos>	erm erm @ N	1 3 4 4 5
1 and & and not H produce <eos>	erm erm erm 1 & B	1 3 5 6 6 6 7
: and not / and 1 and , verify ; , 1 : a <eos>	erm erm erm erm erm yes	1 4 6 7 8 13 14
not O and not J and not } produce <eos>	erm erm erm # - "	2 5 7 8 8 8 9
Q or n or # or x verify H & # n j x <eos>	erm erm erm erm erm yes	1 3 5 6 7 13 14
@ and 0 and not + and not 8 produce <eos>	erm erm erm erm @ 0 & H	1 3 6 8 9 9 9 9 10
not + and not \ and not { and , produce <eos>	erm erm erm erm [ ( ) ,	2 5 8 9 10 10 10 10 11
C or s or V or ` produce <eos>	erm erm erm erm s C `	1 3 5 6 7 7 7 8
f and not ] and not v and not j verify S - ( / f ' ^ <eos>	erm erm erm erm erm yes	1 4 7 9 10 17 18
P or 1 or 8 or d produce <eos>	erm erm erm erm P 8 d	1 3 5 6 7 7 7 8
4 and not { and G and C produce <eos>	erm erm erm erm 4 z G C	1 4 6 7 8 8 8 8 9
m and Z and X and [ verify \ T v <eos>	erm erm erm erm erm no	1 3 5 6 7 10 11
} or Y or 7 verify 3 Z 0 h ? <eos>	erm erm erm erm no	1 3 4 5 10 11
9 and d produce <eos>	erm erm 9 d	1 2 3 3 4
| and f and A and 6 produce <eos>	erm erm erm erm 6 | A f	1 3 5 6 7 7 7 7 8
not K and not g produce <eos>	erm erm S 8	2 4 5 5 6
O and b and B produce <eos>	erm erm erm O b B	1 3 4 5 5 5 6
E and not U and Q produce <eos>	erm erm erm E * Q	1 4 5 6 6 6 7
S or f or M verify b S : f <eos>	erm erm erm erm yes	1 3 4 5 9 10
N verify . s ~ X C N > <eos>	erm erm yes	0 1 8 9
not d and not g produce <eos>	erm erm P L	2 4 5 5 6
> verify [ u <eos>	erm erm no	0 1 3 4
@ and . and B verify B P R . ' W @ . <eos>	erm erm erm erm yes	1 3 4 5 13 14
not ^ and not r and not I produce <eos>	erm erm erm > ` k	2 5 7 8 8 8 9
$ and o produce <eos>	erm erm $ o	1 2 3 3 4
1 verify J + ^ R 0 <eos>	erm erm no	0 1 6 7
E verify s i X K R <eos>	erm erm no	0 1 6 7
, and s and 4 produce <eos>	erm erm erm s 4 ,	1 3 4 5 5 5 6
k or G or g or . verify Y H I G k . g w D . <eos>	erm erm erm erm erm yes	1 3 5 6 7 17 18
D or . produce <eos>	erm erm . D	1 2 3 3 4
0 and < produce <eos>	erm erm < 0	1 2 3 3 4
/ or 9 verify 9 / <eos>	erm erm erm yes	1 2 3 5 6
3 and Y and M and z produce <eos>	erm erm erm erm z M 3 Y	1 3 5 6 7 7 7 7 8
Q and O produce <eos>	erm erm O Q	1 2 3 3 4
_ and d produce <eos>	erm erm d _	1 2 3 3 4
G or p or t or > verify t G e + > z p k 4 <eos>	erm erm erm erm erm yes	1 3 5 6 7 16 17
| and d and 4 and 3 produce <eos>	erm erm erm erm | 4 3 d	1 3 5 6 7 7 7 7 8
H or [ verify [ o U e <eos>	erm erm erm yes	1 2 3 7 8
not 2 and not t and , and not t produce <eos>	erm erm erm erm a b , a	2 5 7 9 10 10 10 10 11
not \ and ; verify ! C m ; e n n t r <eos>	erm erm erm yes	2 3 4 13 14
/ and N and ~ and R produce <eos>	erm erm erm erm / R N ~	1 3 5 6 7 7 7 7 8
q and Y and S produce <eos>	erm erm erm q Y S	1 3 4 5 5 5 6
not ] and not p produce <eos>	erm erm l u	2 4 5 5 6
not ( and D and u verify 1 D c * n u <eos>	erm erm erm erm yes	2 4 5 6 12 13
W verify w A <eos>	erm erm no	0 1 3 4
g and ( produce <eos>	erm erm ( g	1 2 3 3 4
R or B or W verify 5 X L = ~ d <eos>	erm erm erm erm no	1 3 4 5 11 12
O and M and U produce <eos>	erm erm erm U O M	1 3 4 5 5 5 6
> and y and m produce <eos>	erm erm erm y > m	1 3 4 5 5 5 6
m and 8 and { verify 3 2 M s k z <eos>	erm erm erm erm no	1 3 4 5 11 12
Q verify C Q h <eos>	erm erm yes	0 1 4 5
% and < produce <eos>	erm erm < %	1 2 3 3 4
] and h and 3 produce <eos>	erm erm erm h 3 ]	1 3 4 5 5 5 6
not m and not & and not & produce <eos>	erm erm erm x 4 *	2 5 7 8 8 8 9
W verify W W T h <eos>	erm erm yes	0 1 5 6
j verify o Q > W <eos>	erm erm no	0 1 5 6
. or 5 or 1 or K produce <eos>	erm erm erm erm . 5 1	1 3 5 6 7 7 7 8
p verify h + " ( V A C <eos>	erm erm no	0 1 8 9
d and ] and } and 6 verify m <eos>	erm erm erm erm erm no	1 3 5 6 7 8 9
/ or # produce <eos>	erm erm # /	1 2 3 3 4
not 3 and 2 verify 2 Z ! q <eos>	erm erm erm yes	2 3 4 8 9
not L and not l and not - and not . verify % } ) N <eos>	erm erm erm erm erm yes	2 5 8 10 11 15 16
w or G or ^ or j verify Y M ^ " | V - <eos>	erm erm erm erm erm yes	1 3 5 6 7 14 15
x or H or u or g verify \ F s _ > J <eos>	erm erm erm erm erm no	1 3 5 6 7 13 14
N and W and ) and . produce <eos>	erm erm erm erm ) N W .	1 3 5 6 7 7 7 7 8
L or u produce <eos>	erm erm L u	1 2 3 3 4
L and I and ? and 1 produce <eos>	erm erm erm erm L 1 ? I	1 3 5 6 7 7 7 7 8
not u and not \ and r verify k ) | . [ * u \ <eos>	erm erm erm erm no	2 5 6 7 15 16
W and k verify G 7 b L w u R <eos>	erm erm erm no	1 2 3 10 11
- and not % and A and \ verify S - | F \ A r <eos>	erm erm erm erm erm yes	1 4 6 7 8 15 16
n or q or 3 verify V u A P D p <eos>	erm erm erm erm no	1 3 4 5 11 12
not a and not ~ and not h and not ~ produce <eos>	erm erm erm erm M X 8 >	2 5 8 10 11 11 11 11 12
= or o or ? or Z produce <eos>	erm erm erm erm o Z	1 3 5 6 7 7 8
u verify u <eos>	erm erm yes	0 1 2 3
+ and i verify i u + T e <eos>	erm erm erm yes	1 2 3 8 9
g and ~ and not d produce <eos>	erm erm erm g ~ =	1 3 5 6 6 6 7
2 and c and ) produce <eos>	erm erm erm 2 c )	1 3 4 5 5 5 6
% and * produce <eos>	erm erm % *	1 2 3 3 4
not - and { and not d and not X verify Q @ # 1 Z u ! - X d <eos>	erm erm erm erm erm no	2 4 7 9 10 20 21
~ and Z verify ~ Z Z s u ` y <eos>	erm erm erm yes	1 2 3 10 11
t and K and N and ~ produce <eos>	erm erm erm erm t ~ N K	1 3 5 6 7 7 7 7 8
M or 4 or 8 or A produce <eos>	erm erm erm erm M	1 3 5 6 7 8
i and ^ and P produce <eos>	erm erm erm P ^ i	1 3 4 5 5 5 6
, and p produce <eos>	erm erm p ,	1 2 3 3 4
E or y or w or R verify ; <eos>	erm erm erm erm erm no	1 3 5 6 7 8 9
W verify K W m <eos>	erm erm yes	0 1 4 5
z verify | p e h n v z { <eos>	erm erm yes	0 1 9 10
R or Q verify u m C 1 0 O <eos>	erm erm erm no	1 2 3 9 10
? and @ produce <eos>	erm erm ? @	1 2 3 3 4
a or 1 verify z N a 6 <eos>	erm erm erm yes	1 2 3 7 8
j verify G j <eos>	erm erm yes	0 1 3 4
l or U or X produce <eos>	erm erm erm U X l	1 3 4 5 5 5 6
Z verify 9 F + Z w W \ <eos>	erm erm yes	0 1 8 9
d or B verify 5 <eos>	erm erm erm no	1 2 3 4 5
E and G and , produce <eos>	erm erm erm , G E	1 3 4 5 5 5 6
8 or 6 verify 6 G _ 9 I K <eos>	erm erm erm yes	1 2 3 9 10
E verify J <eos>	erm erm no	0 1 2 3
2 or N or ) verify j D ` <eos>	erm erm erm erm no	1 3 4 5 8 9
r and B and / produce <eos>	erm erm erm r B /	1 3 4 5 5 5 6
} and C and t verify ? I E <eos>	erm erm erm erm no	1 3 4 5 8 9
( or u or G or ~ verify " A & E P Z [ <eos>	erm erm erm erm erm no	1 3 5 6 7 14 15
+ and W produce <eos>	erm erm + W	1 2 3 3 4
. and 3 and r and r produce <eos>	erm erm erm erm 3 r . r	1 3 5 6 7 7 7 7 8
= and not E produce <eos>	erm erm = b	1 3 4 4 5
Q and z and , verify ` w Q <eos>	erm erm erm erm no	1 3 4 5 8 9
not G and not o and not O verify = q i ^ 7 G o O <eos>	erm erm erm erm no	2 5 7 8 16 17
J and I produce <eos>	erm erm I J	1 2 3 3 4
Y verify U h L <eos>	erm erm no	0 1 4 5
not 3 and 0 verify @ 0 E 2 <eos>	erm erm erm yes	2 3 4 8 9
Q and f and % verify * G s P r B K <eos>	erm erm erm erm no	1 3 4 5 12 13
F and J and l and ) verify J ; e ) F n l <eos>	erm erm erm erm erm yes	1 3 5 6 7 14 15
4 or x produce <eos>	erm erm x	1 2 3 4
S or " produce <eos>	erm erm "	1 2 3 4
U verify ! b U q K <eos>	erm erm yes	0 1 6 7
not [ and not s and 3 verify M 3 e 1 <eos>	erm erm erm erm yes	2 5 6 7 11 12
s and not ^ and not B and not a produce <eos>	erm erm erm erm s O : u	1 4 7 9 10 10 10 10 11
Y or v or _ or V verify C 5 K B p <eos>	erm erm erm erm erm no	1 3 5 6 7 12 13
, and 5 and % and ( produce <eos>	erm erm erm erm 5 , ( %	1 3 5 6 7 7 7 7 8
= verify z e S k = 8 + g <eos>	erm erm yes	0 1 9 10
7 and 3 and ) verify u } J g <eos>	erm erm erm erm no	1 3 4 5 9 10
not 4 and not X and not a produce <eos>	erm erm erm ' b 7	2 5 7 8 8 8 9
a or 2 or 1 verify * c ! V <eos>	erm erm erm erm no	1 3 4 5 9 10
v and o and M verify v 2 J P o M W <eos>	erm erm erm erm yes	1 3 4 5 12 13
not f and not = and m verify B m V 2 g D <eos>	erm erm erm erm yes	2 5 6 7 13 14
H and r and 2 and r produce <eos>	erm erm erm erm r r 2 H	1 3 5 6 7 7 7 7 8
@ and 5 and ' and V produce <eos>	erm erm erm erm ' @ V 5	1 3 5 6 7 7 7 7 8
` and * and A and y verify a J y A * Z ` N <eos>	erm erm erm erm erm yes	1 3 5 6 7 15 16
2 and D and K and V verify 2 2 | y D V K U C i & <eos>	erm erm erm erm erm yes	1 3 5 6 7 18 19
not * and not V and 0 and not # produce <eos>	erm erm erm erm @ > 0 p	2 5 7 9 10 10 10 10 11
J and V and ~ and u produce <eos>	erm erm erm erm ~ J u V	1 3 5 6 7 7 7 7 8
[ and = verify 1 <eos>	erm erm erm no	1 2 3 4 5
; verify [ t ! ; <eos>	erm erm yes	0 1 5 6
J and 8 produce <eos>	erm erm 8 J	1 2 3 3 4
Y or ` or F or K produce <eos>	erm erm erm erm F ` K Y	1 3 5 6 7 7 7 7 8
E and % verify w L m E B Z <eos>	erm erm erm no	1 2 3 9 10
i verify i <eos>	erm erm yes	0 1 2 3
# and C and t and ; produce <eos>	erm erm erm erm C t # ;	1 3 5 6 7 7 7 7 8
K or $ produce <eos>	erm erm $	1 2 3 4
not A and not - produce <eos>	erm erm 8 W	2 4 5 5 6
& or R or w verify R 3 w I & <eos>	erm erm erm erm yes	1 3 4 5 10 11
S or 6 produce <eos>	erm erm S 6	1 2 3 3 4
t and I and 1 and 4 produce <eos>	erm erm erm erm 1 t I 4	1 3 5 6 7 7 7 7 8
not W and w verify s > { j M W <eos>	erm erm erm no	2 3 4 10 11
| or X or t or 4 verify > E <eos>	erm erm erm erm erm no	1 3 5 6 7 9 10
| or 1 or f or Z produce <eos>	erm erm erm erm 1 f | Z	1 3 5 6 7 7 7 7 8
not ( and j and > produce <eos>	erm erm erm o j >	2 4 5 6 6 6 7
not N and ; produce <eos>	erm erm Z ;	2 3 4 4 5
` or ^ or L produce <eos>	erm erm erm ^ `	1 3 4 5 5 6
+ or { or O or L verify l ` P 0 " <eos>	erm erm erm erm erm no	1 3 5 6 7 12 13
f or t or a or | produce <eos>	erm erm erm erm | f t	1 3 5 6 7 7 7 8
4 verify } V r a H ' <eos>	erm erm no	0 1 7 8
not T and not / and not y and not 1 verify ( _ H O ] 9 <eos>	erm erm erm erm erm yes	2 5 8 10 11 17 18
j and c verify c v d j ' % / <eos>	erm erm erm yes	1 2 3 10 11
F and u verify F u <eos>	erm erm erm yes	1 2 3 5 6
not n and not ` verify I > - l * . ] N { <eos>	erm erm erm yes	2 4 5 14 15
; or @ or [ or ( verify z 1 e 2 8 <eos>	erm erm erm erm erm no	1 3 5 6 7 12 13
3 and w and { and 7 verify H F ` q <eos>	erm erm erm erm erm no	1 3 5 6 7 11 12
k and S and E verify = s < F Y M <eos>	erm erm erm erm no	1 3 4 5 11 12
x and O and K and k produce <eos>	erm erm erm erm x K O k	1 3 5 6 7 7 7 7 8
! and ; and ) produce <eos>	erm erm erm ! ) ;	1 3 4 5 5 5 6
not ' and not c produce <eos>	erm erm . A	2 4 5 5 6
7 and > and ] and J produce <eos>	erm erm erm erm ] > J 7	1 3 5 6 7 7 7 7 8
` and d and $ and ! verify ! g J 6 $ y ` d <eos>	erm erm erm erm erm yes	1 3 5 6 7 15 16
t and R and [ produce <eos>	erm erm erm R [ t	1 3 4 5 5 5 6
4 and } and S and < produce <eos>	erm erm erm erm 4 < S }	1 3 5 6 7 7 7 7 8
J or q or u or A produce <eos>	erm erm erm erm q A J u	1 3 5 6 7 7 7 7 8
& and % and k and U verify k & E U % <eos>	erm erm erm erm erm yes	1 3 5 6 7 12 13
s or 2 verify Q 4 Y G s O 3 <eos>	erm erm erm yes	1 2 3 10 11
~ or e or . or @ produce <eos>	erm erm erm erm @	1 3 5 6 7 8
( or T or $ produce <eos>	erm erm erm T (	1 3 4 5 5 6
p verify ? <eos>	erm erm no	0 1 2 3
D and t produce <eos>	erm erm t D	1 2 3 3 4
not Y and P verify | t Y <eos>	erm erm erm no	2 3 4 7 8
not H and not t verify 1 b <eos>	erm erm erm yes	2 4 5 7 8
p and not & and ] verify m 1 * B I w 0 % & <eos>	erm erm erm erm no	1 4 5 6 15 16
% and - and P and a produce <eos>	erm erm erm erm - a % P	1 3 5 6 7 7 7 7 8
E or e produce <eos>	erm erm e E	1 2 3 3 4
not G and not p produce <eos>	erm erm t l	2 4 5 5 6
not @ and not 6 produce <eos>	erm erm 0 h	2 4 5 5 6
% verify % ; q | - p <eos>	erm erm yes	0 1 7 8
D or { or e or P produce <eos>	erm erm erm erm e P	1 3 5 6 7 7 8
not V and not % and not X and not / verify J { o Z P H R <eos>	erm erm erm erm erm yes	2 5 8 10 11 18 19
P and ' and r and 3 produce <eos>	erm erm erm erm ' r P 3	1 3 5 6 7 7 7 7 8
m and G and B and U produce <eos>	erm erm erm erm U B G m	1 3 5 6 7 7 7 7 8
9 and b and x and Y verify x b c 9 Y <eos>	erm erm erm erm erm yes	1 3 5 6 7 12 13
not Y and not q and not 1 produce <eos>	erm erm erm f z ;	2 5 7 8 8 8 9
r and 9 verify % 9 r r 6 [ <eos>	erm erm erm yes	1 2 3 9 10
7 or ) produce <eos>	erm erm )	1 2 3 4
g verify g n p <eos>	erm erm yes	0 1 4 5
m and U and [ verify Q ! V v # ] <eos>	erm erm erm erm no	1 3 4 5 11 12
J or w verify # . ^ E <eos>	erm erm erm no	1 2 3 7 8
6 and not ^ and not ^ and { produce <eos>	erm erm erm erm 6 G " {	1 4 7 8 9 9 9 9 10
not c and 6 and not ~ and not = verify { 5 ) ` k 1 c , c = ~ <eos>	erm erm erm erm erm no	2 4 7 9 10 21 22
_ or + or 0 or ! produce <eos>	erm erm erm erm +	1 3 5 6 7 8
$ and = and not 3 and q verify r L 3 <eos>	erm erm erm erm erm no	1 3 6 7 8 11 12
@ and 6 and not S and B verify B S <eos>	erm erm erm erm erm no	1 3 6 7 8 10 11
not s and 1 and not / verify D / h 1 j w 6 V A <eos>	erm erm erm erm yes	2 4 6 7 16 17
/ or ~ or O produce <eos>	erm erm erm ~ O /	1 3 4 5 5 5 6
> and D and & verify $ * x " q <eos>	erm erm erm erm no	1 3 4 5 10 11
: verify c ` t <eos>	erm erm no	0 1 4 5
e verify e F <eos>	erm erm yes	0 1 3 4
= or A produce <eos>	erm erm A	1 2 3 4
. verify L E 3 * <eos>	erm erm no	0 1 5 6
a and not 1 and not 1 produce <eos>	erm erm erm a b W	1 4 6 7 7 7 8
U or 3 produce <eos>	erm erm 3	1 2 3 4
w and + and 9 verify | I y } K <eos>	erm erm erm erm no	1 3 4 5 10 11
H and 8 and not h and not " produce <eos>	erm erm erm erm H 8 G =	1 3 6 8 9 9 9 9 10
q or Y produce <eos>	erm erm q	1 2 3 4
] and k and 0 produce <eos>	erm erm erm 0 k ]	1 3 4 5 5 5 6
